x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
0.3181138696723953,0.817627956963529,0.4781069798001085,0.9594544104761595,0.6423578882170318,0.452872741438477,0.776778297910482,0.028347175937025737,0.8714641906456886,0.0033710898171540604,0.8086471789532645,0.9259306868571727,0.010487883328595848,0.7233206705589501,0.9781878760830326,12.643120040829338
0.5090371318254673,0.9050927148828956,0.029437542808689154,0.9510637484497582,0.8510868953736089,0.9958333686347052,0.9585879554264608,0.6539224937308654,0.06105563011799586,0.12926391954588923,0.22657380220974,0.45475160988776986,0.5377414444185367,0.08626728914605064,0.34943395752348394,3.5309590153370323
0.8102705410743646,0.8769711821373619,0.22478627116074068,0.8024469354671377,0.7484397264940142,0.39092747967621533,0.9986088299726693,0.9596261301547352,0.25643776084377023,0.27669530583636426,0.30396394414740724,0.037176568477376826,0.20101065302285348,0.9029609041271385,0.928176507990674,9.894654695348283
0.3769550103989885,0.4459937473260053,0.11814285210178899,0.5869993048849421,0.6499650074293872,0.09657903313696559,0.9883045110074741,0.049375959400466685,0.06493988526475825,0.7911640939319076,0.8600313823258994,0.4802246476306399,0.8584643342530005,0.7482952130458684,0.41759131005916816,1.3788903744282028
0.8536175353237497,0.8157810705594152,0.7473514233552918,0.3961359006603382,0.7452528230723602,0.6439464266041328,0.8953922901997936,0.5725497207862202,0.9226988509324736,0.40087898504909125,0.8963444703503332,0.8584997492736304,0.4141265617033547,0.8685056475102194,0.9332323507446865,9.615164357812361
0.24635841885361942,0.6583282416170808,0.9877835951224531,0.5580529638959006,0.2711284215709644,0.38723502574214486,0.793686195664173,0.6907933181329834,0.11189239604738133,0.2572292747413636,0.5008180796124008,0.5224666183140747,0.8703822334393099,0.8457867538016034,0.29079377444615073,1.7420772696113254
0.31453409078708794,0.5387287914350379,0.20427654149862173,0.9103685936908705,0.9692858771637245,0.28101525546986705,0.5518056300818472,0.6211749585325019,0.6859641502317632,0.3235930769361878,0.3777037463563089,0.3518488245793342,0.5293620569794082,0.39353483848142023,0.7078743035543961,4.987540480819076
0.9515179401519777,0.31248416902184706,0.6400075558313012,0.8138535898936943,0.46452268607628366,0.38777300036201134,0.8231393070429647,0.18221813687270694,0.047637957562387645,0.5162430257803529,0.11269446210272216,0.9101700465350274,0.9832393205414498,0.46276051776237603,0.7025674072362436,4.326626587709698
0.9363321765397452,0.6543467740895474,0.4892899262906769,0.6264128080225568,0.8017102532297167,0.263105825117389,0.29381005656954284,0.4879433025111606,0.31677071616602037,0.7903487122043995,0.4684128936397467,0.9849288507606399,0.024916568731706557,0.5150978292828924,0.5495529534318795,6.989233511077568
0.3592892982051773,0.9146688537121068,0.48452802026858177,0.06929218855187869,0.3159452902161467,0.8760769043857921,0.328493339090172,0.6284320533209881,0.829707966804379,0.7902669674154885,0.5244249409977219,0.7270685895126292,0.909998282557153,0.8299167212791376,0.3784505931930646,-2.858506769216011
0.7541676158885094,0.6779550967124426,0.7234368753795085,0.8653250408507538,0.8355112145447623,0.5547969728896762,0.12585610029555228,0.8652432033260598,0.636105044682895,0.6437123697177879,0.9905567911586282,0.8558144070043978,0.5227690388073217,0.037167883264849544,0.8493717122576249,10.506290506290679
0.622011288712714,0.08331460852017336,0.37146641791361124,0.3835496095347899,0.4132686875884487,0.5764268343409724,0.9427821148525161,0.9372800197343608,0.7262064467537178,0.12436971954722953,0.9404193543997994,0.5010900740846885,0.8156981405266127,0.4796056861532084,0.5671835537246338,7.331512627355842
0.7807905062670706,0.3929120497091736,0.1782234432707963,0.6963938117272166,0.3609018146687478,0.3486345564765335,0.16983147798013942,0.7249840189382716,0.8319407488832244,0.3593296832511933,0.07287907549142936,0.6789922751439573,0.20270674721750348,0.5454879196280127,0.34422773847317256,1.4520455834508375
0.44182584495540844,0.5733413481598084,0.76752517033933,0.3859322671113933,0.035324434488461454,0.347480303832129,0.09596197469935042,0.8254603063562731,0.08608632904678104,0.7051661008431719,0.9649642728302423,0.706698066791049,0.5463151612209199,0.8623886184887354,0.2997575586909702,4.013983193510795
